Location,Diversity-Index,"Black or African American alone, percent, 2013","American Indian and Alaska Native alone, percent, 2013","Asian alone, percent, 2013","Native Hawaiian and Other Pacific Islander alone, percent,","Two or More Races, percent, 2013","Hispanic or Latino, percent, 2013","White alone, not Hispanic or Latino, percent, 2013"
"Clinton County, PA",0.091179,1.8,0.1,0.6,0.1,0.9,1.3,95.3
"Randolph County, AR",0.091164,1.0,0.5,0.3,0.0,1.3,1.8,95.3
"Stone County, AR",0.091157,0.3,0.8,0.4,0.0,1.7,1.6,95.3
"Kanabec County, MN",0.091152,0.5,0.7,0.4,0.0,1.5,1.8,95.3
"Carter County, TN",0.091146,1.5,0.2,0.4,0.0,1.2,1.6,95.3
"Iron County, MI",0.091144,0.3,1.2,0.3,0.0,1.4,1.7,95.3
"Logan County, NE",0.091133,0.4,1.3,0.3,0.0,0.8,2.0,95.3
"Gage County, NE",0.091125,0.5,0.6,0.6,0.0,1.3,2.0,95.3
"Harlan County, KY",0.091119,2.2,0.2,0.4,0.2,1.0,0.8,95.3
"Clay County, TN",0.091117,1.6,0.4,0.1,0.1,1.2,1.6,95.3
"Cedar County, MO",0.091115,0.3,0.8,0.4,0.1,1.5,1.9,95.3
"Crawford County, PA",0.091113,1.9,0.2,0.5,0.0,1.2,1.2,95.3
"Hillsdale County, MI",0.091104,0.6,0.5,0.4,0.0,1.3,2.1,95.3
"Sweet Grass County, MT",0.091102,0.2,0.6,0.6,0.0,1.8,1.7,95.3
"Schuyler County, NY",0.091102,1.2,0.3,0.4,0.0,1.4,1.8,95.3
"Baxter County, AR",0.091101,0.3,0.7,0.6,0.0,1.4,2.0,95.3
"Tuscarawas County, OH",0.09107,0.8,0.4,0.3,0.2,1.2,2.2,95.3
"Marshall County, KS",0.091061,0.3,0.5,0.4,0.0,1.4,2.2,95.3
"Greene County, IA",0.090986,0.5,0.3,0.5,0.0,1.1,2.5,95.3
"Monroe County, IA",0.09097,0.5,0.1,0.7,0.0,1.1,2.5,95.3
"DeKalb County, IN",0.090902,0.5,0.3,0.5,0.1,1.0,2.7,95.3
"Custer County, NE",0.090853,0.5,0.5,0.2,0.0,1.0,2.8,95.3
"Menifee County, KY",0.090852,2.7,0.1,0.1,0.0,1.2,0.8,95.3
"Spencer County, IN",0.090837,0.8,0.3,0.4,0.0,0.9,2.8,95.3
"Morgan County, UT",0.090818,0.3,0.4,0.5,0.1,0.9,2.9,95.3
"Juniata County, PA",0.090795,0.7,0.3,0.4,0.0,0.9,2.9,95.3
"Webb County, TX",0.090279,0.7,0.6,0.7,0.0,0.3,95.3,3.7
"Caledonia County, VT",0.089381,0.7,0.5,0.8,0.0,1.4,1.3,95.4
"Butler County, PA",0.089349,1.2,0.1,1.1,0.0,1.0,1.3,95.4
"Hutchinson County, SD",0.089245,0.7,1.2,0.2,0.0,0.9,1.9,95.4
"Allen County, KY",0.08924,1.2,0.3,0.3,0.0,1.1,1.9,95.4
"Sheridan County, ND",0.089237,0.3,1.1,0.2,0.1,1.6,1.6,95.4
"Richland County, WI",0.089231,0.6,0.4,0.6,0.0,0.9,2.2,95.4
"Renville County, ND",0.0892,0.5,0.5,0.3,0.0,1.5,2.0,95.4
"Jennings County, IN",0.08914,0.9,0.2,0.3,0.0,1.1,2.3,95.4
"Fremont County, IA",0.089001,0.6,0.3,0.3,0.0,1.0,2.7,95.4
"Grainger County, TN",0.088992,0.7,0.3,0.2,0.1,1.0,2.7,95.4
"Jay County, IN",0.088917,0.4,0.2,0.5,0.0,0.9,2.9,95.4
"Perkins County, NE",0.088647,0.8,0.2,0.2,0.0,0.3,3.4,95.4
"Hancock County, ME",0.087501,0.6,0.5,1.0,0.0,1.2,1.3,95.5
"Price County, WI",0.087483,0.5,0.5,0.7,0.4,1.1,1.6,95.5
"Adams County, ND",0.087482,0.7,0.7,0.5,0.0,1.7,0.9,95.5
"Washington County, OH",0.087453,1.2,0.2,0.7,0.0,1.5,1.0,95.5
"Crow Wing County, MN",0.087448,0.6,0.9,0.4,0.0,1.5,1.3,95.5
"Franklin County, MO",0.087434,1.0,0.4,0.5,0.0,1.2,1.6,95.5
"Oneida County, WI",0.087433,0.5,1.0,0.5,0.0,1.4,1.4,95.5
"Hawkins County, TN",0.087426,1.5,0.3,0.5,0.0,1.1,1.3,95.5
"Decatur County, KS",0.087411,0.8,0.4,0.4,0.0,1.2,1.8,95.5
"Giles County, VA",0.087403,1.6,0.2,0.4,0.0,1.0,1.4,95.5
"Hardin County, OH",0.0874,1.0,0.2,0.7,0.1,1.4,1.5,95.5
"Monona County, IA",0.087395,0.4,1.1,0.3,0.1,1.2,1.7,95.5
"Potter County, SD",0.087393,0.4,1.5,0.4,0.0,1.0,1.5,95.5
"Fannin County, GA",0.087389,0.7,0.4,0.4,0.0,1.2,1.9,95.5
"Stone County, MO",0.08735,0.4,0.6,0.4,0.0,1.4,1.9,95.5
"Kingsbury County, SD",0.08735,0.4,0.7,0.4,0.0,1.2,2.0,95.5
"Ogemaw County, MI",0.087349,0.3,0.9,0.4,0.0,1.4,1.8,95.5
"Meagher County, MT",0.087349,0.4,0.6,0.5,0.0,1.5,1.8,95.5
"Grant County, ND",0.087292,0.1,1.7,0.2,0.0,1.7,1.0,95.5
"Miner County, SD",0.087268,0.5,0.4,0.4,0.0,1.1,2.3,95.5
"Worth County, IA",0.087137,0.8,0.3,0.5,0.0,0.8,2.6,95.5
"Wyandot County, OH",0.08713,0.4,0.2,0.7,0.0,1.0,2.6,95.5
"Noble County, OH",0.087098,2.8,0.3,0.2,0.0,0.8,0.4,95.5
"Butler County, NE",0.087044,0.4,0.3,0.4,0.0,0.7,2.9,95.5
"Wood County, WV",0.085603,1.2,0.2,0.6,0.0,1.4,0.9,95.6
"Knox County, OH",0.08559,0.9,0.2,0.7,0.0,1.2,1.4,95.6
"Ripley County, MO",0.085577,0.5,1.0,0.4,0.0,1.5,1.1,95.6
"Fallon County, MT",0.085577,0.2,0.8,0.7,0.1,1.2,1.5,95.6
"Hardin County, IL",0.085565,0.5,0.6,0.7,0.1,0.8,1.8,95.6
"Crawford County, MI",0.08555,0.7,0.7,0.4,0.0,1.2,1.6,95.6
"Tioga County, NY",0.085537,0.9,0.2,0.8,0.1,1.1,1.6,95.6
"Coos County, NH",0.085533,0.7,0.5,0.6,0.0,1.4,1.5,95.6
"Hickory County, MO",0.085521,0.4,0.8,0.2,0.1,1.7,1.3,95.6
"Decatur County, IN",0.085503,0.5,0.2,1.2,0.0,0.8,1.8,95.6
"Polk County, WI",0.085499,0.3,1.1,0.5,0.0,1.1,1.7,95.6
"Madison County, MO",0.085481,0.5,0.4,0.9,0.0,1.0,1.9,95.6
"Oconto County, WI",0.085481,0.3,1.3,0.4,0.0,1.0,1.7,95.6
"Snyder County, PA",0.085455,1.2,0.2,0.6,0.0,0.8,1.9,95.6
"Yates County, NY",0.085454,0.9,0.2,0.5,0.0,1.0,2.0,95.6
"Crawford County, WI",0.085454,2.0,0.3,0.4,0.0,0.8,1.1,95.6
"Metcalfe County, KY",0.085421,1.8,0.2,0.3,0.0,0.9,1.5,95.6
"Seward County, NE",0.085413,0.5,0.4,0.5,0.0,1.2,2.1,95.6
"Kewaunee County, WI",0.085386,0.4,0.6,0.4,0.0,0.9,2.3,95.6
"Pawnee County, NE",0.085379,0.4,0.2,0.3,0.0,1.6,2.0,95.6
"Wells County, IN",0.085357,0.5,0.3,0.4,0.0,0.9,2.4,95.6
"Chariton County, MO",0.08533,2.4,0.3,0.2,0.0,0.9,0.8,95.6
"Turner County, SD",0.08533,0.5,1.0,0.2,0.0,1.1,2.2,95.6
"Sanborn County, SD",0.085327,0.3,0.3,0.3,0.1,1.5,2.2,95.6
"Cass County, IA",0.085309,0.4,0.5,0.3,0.4,0.8,2.5,95.6
"Jewell County, KS",0.085308,0.3,0.7,0.3,0.0,0.8,2.5,95.6
"Fountain County, IN",0.085304,0.4,0.3,0.3,0.1,1.0,2.5,95.6
"Rooks County, KS",0.085294,0.5,0.3,0.4,0.0,1.2,2.4,95.6
"Buchanan County, VA",0.085152,2.9,0.1,0.3,0.0,0.6,0.5,95.6
"Thomas County, NE",0.085043,0.1,0.1,0.3,0.0,0.7,3.1,95.6
"Orleans County, VT",0.083652,0.8,0.5,0.4,0.0,1.5,1.3,95.7
"Sullivan County, NH",0.083649,0.6,0.3,0.6,0.0,1.5,1.4,95.7
"Roscommon County, MI",0.083647,0.6,0.7,0.5,0.0,1.3,1.5,95.7
"Benton County, MO",0.083631,0.4,0.6,0.4,0.0,1.4,1.6,95.7
"Pike County, OH",0.083623,1.0,0.6,0.2,0.0,1.8,0.8,95.7
"Palo Alto County, IA",0.083606,0.7,0.3,0.5,0.1,1.0,1.9,95.7
"Boyd County, NE",0.083589,0.2,1.2,0.8,0.1,0.5,1.8,95.7
"Huntington County, IN",0.083575,0.5,0.5,0.5,0.1,1.0,2.0,95.7
"Pike County, IL",0.083544,1.9,0.2,0.3,0.0,0.8,1.3,95.7
"Perry County, MO",0.083523,0.5,0.5,0.6,0.1,1.0,2.1,95.7
"Carroll County, IA",0.083508,0.7,0.2,0.5,0.0,0.9,2.2,95.7
"Tipton County, IN",0.083417,0.4,0.2,0.5,0.0,0.8,2.5,95.7
"Hamilton County, NE",0.083259,0.3,0.3,0.3,0.0,0.9,2.8,95.7
"Antelope County, NE",0.083197,0.3,0.2,0.4,0.0,0.5,3.0,95.7
"Starr County, TX",0.082592,0.4,0.3,0.3,0.0,0.2,95.7,3.9
"Putnam County, WV",0.081809,1.1,0.2,0.9,0.0,1.1,1.0,95.8
"Ransom County, ND",0.081766,0.6,0.7,0.4,0.0,1.2,1.5,95.8
"Ralls County, MO",0.081765,1.2,0.2,0.3,0.1,1.2,1.3,95.8
"Dickinson County, MI",0.08176,0.5,0.7,0.6,0.1,1.3,1.4,95.8
"Grant County, WI",0.081759,1.2,0.3,0.8,0.0,0.8,1.4,95.8
"Orange County, IN",0.081754,1.2,0.3,0.4,0.0,1.3,1.2,95.8
"Geauga County, OH",0.08174,1.4,0.1,0.7,0.0,0.9,1.3,95.8
"Stoddard County, MO",0.081735,1.1,0.5,0.3,0.0,1.1,1.5,95.8
"Washington County, VA",0.081722,1.5,0.2,0.5,0.0,0.8,1.4,95.8
"Bath County, KY",0.081714,1.4,0.2,0.2,0.1,1.1,1.4,95.8
"Smith County, KS",0.081713,0.4,0.4,0.3,0.1,1.6,1.5,95.8
"Highland County, OH",0.081704,1.5,0.3,0.3,0.0,1.5,0.8,95.8
"Wyoming County, PA",0.081702,0.9,0.2,0.5,0.0,1.0,1.8,95.8
"Ontonagon County, MI",0.081702,0.2,1.2,0.3,0.0,1.6,1.1,95.8
"Edmonson County, KY",0.081699,1.8,0.3,0.2,0.0,1.0,1.0,95.8
"Polk County, TN",0.08168,0.6,0.5,0.3,0.1,1.4,1.7,95.8
"Nemaha County, KS",0.081676,0.7,0.7,0.3,0.1,1.4,1.6,95.8
"Trego County, KS",0.081665,0.6,0.3,0.5,0.1,1.0,2.0,95.8
"Huron County, MI",0.081665,0.5,0.4,0.5,0.0,0.8,2.1,95.8
"Harrison County, MO",0.081664,0.4,0.5,0.3,0.1,1.1,2.0,95.8
"Gallatin County, IL",0.081657,0.7,0.3,0.1,0.0,1.4,1.8,95.8
"Saunders County, NE",0.081638,0.5,0.4,0.4,0.0,1.0,2.1,95.8
"Linn County, MO",0.081624,0.8,0.3,0.3,0.0,1.3,1.9,95.8
"Hitchcock County, NE",0.081522,0.2,0.6,0.1,0.0,1.2,2.3,95.8
"Slope County, ND",0.081136,0.3,2.1,0.0,0.0,0.5,2.5,95.8
"Piscataquis County, ME",0.079928,0.5,0.6,0.8,0.1,1.2,1.1,95.9
"Hamilton County, NY",0.079915,0.9,0.3,0.5,0.1,1.2,1.2,95.9
"Claiborne County, TN",0.079909,1.1,0.3,0.6,0.0,1.2,1.0,95.9
"Marinette County, WI",0.079872,0.4,0.7,0.6,0.0,1.1,1.5,95.9
"Richland County, IL",0.079862,0.6,0.2,1.1,0.0,1.0,1.4,95.9
"Wabash County, IL",0.079857,0.8,0.3,0.7,0.0,1.2,1.4,95.9
"Orange County, VT",0.079849,0.6,0.3,0.5,0.0,1.6,1.2,95.9
"Perry County, KY",0.079849,1.6,0.2,0.5,0.0,1.1,0.8,95.9
"Woodford County, IL",0.079833,0.6,0.2,0.6,0.0,1.1,1.7,95.9
"Whitley County, IN",0.079802,0.4,0.4,0.4,0.1,1.2,1.8,95.9
"Douglas County, MO",0.079797,0.4,0.6,0.3,0.0,1.9,1.0,95.9
"Wayne County, MO",0.079791,0.6,0.5,0.3,0.0,1.7,1.3,95.9
"Ozark County, MO",0.079764,0.3,0.8,0.1,0.0,1.5,1.6,95.9
"Logan County, WV",0.079747,2.0,0.1,0.3,0.0,0.9,0.9,95.9
"Mitchell County, KS",0.079743,0.3,0.4,0.3,0.1,1.0,2.1,95.9
"Howard County, NE",0.079646,0.3,0.5,0.3,0.1,1.0,2.3,95.9
"Sac County, IA",0.079542,0.3,0.1,0.3,0.1,0.9,2.6,95.9
"Jackson County, IA",0.078039,0.6,0.2,0.4,0.6,1.0,1.3,96.0
"Knox County, ME",0.078006,0.6,0.4,0.5,0.0,1.4,1.1,96.0
"Carroll County, NH",0.078,0.5,0.3,0.7,0.0,1.1,1.4,96.0
"Menard County, IL",0.077996,1.1,0.3,0.3,0.0,1.1,1.2,96.0
"Lincoln County, WI",0.07799,0.9,0.4,0.6,0.0,0.9,1.4,96.0
"Venango County, PA",0.077985,1.2,0.2,0.5,0.0,1.1,1.1,96.0
"Laurel County, KY",0.077974,0.8,0.3,0.6,0.0,1.1,1.4,96.0
"Oxford County, ME",0.077963,0.4,0.4,0.6,0.0,1.5,1.2,96.0
"Bremer County, IA",0.077953,1.0,0.1,0.9,0.0,1.1,1.2,96.0
"Lewis County, NY",0.077944,0.9,0.3,0.3,0.1,1.0,1.6,96.0
"Doddridge County, WV",0.077941,1.6,0.3,0.3,0.0,1.1,0.8,96.0
"Rutland County, VT",0.077941,0.6,0.3,0.7,0.0,1.4,1.3,96.0
"Fulton County, AR",0.07794,0.5,0.7,0.3,0.0,1.6,1.1,96.0
"Crawford County, OH",0.07794,1.0,0.2,0.4,0.0,1.2,1.4,96.0
"Essex County, VT",0.077938,0.4,0.6,0.4,0.0,1.5,1.3,96.0
"Perkins County, SD",0.077936,0.3,1.5,0.3,0.0,1.0,1.1,96.0
"Crawford County, MO",0.077916,0.4,0.5,0.3,0.1,1.2,1.7,96.0
"McIntosh County, ND",0.077914,0.3,0.6,0.4,0.0,0.8,1.9,96.0
"Fayette County, IN",0.07791,1.6,0.2,0.3,0.0,1.0,1.1,96.0
"Hancock County, KY",0.077905,1.1,0.3,0.3,0.0,1.0,1.6,96.0
"Lee County, KY",0.077885,1.8,0.3,0.1,0.0,1.0,0.9,96.0
"Lac qui Parle County, MN",0.077857,0.4,0.3,0.6,0.1,0.9,2.0,96.0
"Cedar County, IA",0.077853,0.5,0.2,0.6,0.0,1.1,1.9,96.0
"Shelby County, IA",0.077837,0.5,0.4,0.4,0.1,0.8,2.1,96.0
"Nuckolls County, NE",0.077771,0.2,0.4,0.2,0.0,1.1,2.2,96.0
"Iowa County, IA",0.077751,0.6,0.2,0.4,0.0,0.8,2.3,96.0
"Ashland County, OH",0.076115,0.9,0.2,0.6,0.1,1.1,1.1,96.1
"McCone County, MT",0.076101,0.6,0.7,0.2,0.1,1.2,1.2,96.1
"Franklin County, ME",0.076098,0.4,0.4,0.6,0.0,1.3,1.2,96.1
"Knox County, KY",0.076097,1.2,0.2,0.3,0.2,1.0,1.1,96.1
"Alpena County, MI",0.076088,0.4,0.5,0.6,0.1,1.2,1.3,96.1
"Brooke County, WV",0.076058,1.4,0.1,0.4,0.0,1.2,0.8,96.1
"Lawrence County, IN",0.076056,0.5,0.4,0.6,0.0,1.1,1.5,96.1
"Rusk County, WI",0.076046,0.6,0.5,0.4,0.0,1.0,1.6,96.1
"Perry County, PA",0.076038,0.8,0.2,0.4,0.1,1.0,1.6,96.1
"Pocahontas County, WV",0.076029,1.0,0.3,0.1,0.0,1.2,1.4,96.1
"Brown County, IN",0.076017,0.6,0.4,0.4,0.0,1.3,1.5,96.1
"Harrison County, IN",0.076008,0.6,0.3,0.4,0.0,1.1,1.7,96.1
"Jackson County, TN",0.075995,0.5,0.5,0.1,0.0,1.2,1.7,96.1
"Clay County, AR",0.075965,0.6,0.4,0.2,0.0,1.3,1.7,96.1
"Ringgold County, IA",0.075919,0.4,0.2,0.7,0.1,0.7,2.1,96.1
"Thayer County, NE",0.075902,0.4,0.2,0.4,0.0,1.0,2.1,96.1
"Gove County, KS",0.075859,0.5,0.1,0.4,0.0,0.7,2.3,96.1
"Clark County, SD",0.075803,0.9,0.1,0.1,0.0,0.8,2.3,96.1
"Nance County, NE",0.075787,0.3,0.5,0.1,0.0,0.9,2.4,96.1
"Presque Isle County, MI",0.074202,0.6,0.9,0.4,0.0,1.1,1.0,96.2
"Whitley County, KY",0.074198,0.8,0.3,0.4,0.0,1.3,1.0,96.2
"Lawrence County, AR",0.07419,0.9,0.4,0.2,0.0,1.1,1.2,96.2
"Jackson County, OH",0.074186,0.7,0.4,0.3,0.0,1.4,1.0,96.2
"Somerset County, ME",0.074174,0.5,0.5,0.6,0.0,1.4,1.0,96.2
"Barbour County, WV",0.074172,0.9,0.5,0.2,0.0,1.5,0.7,96.2
"Tioga County, PA",0.074172,0.9,0.3,0.5,0.0,1.0,1.3,96.2
"Union County, IN",0.074164,0.6,0.3,0.3,0.0,1.3,1.3,96.2
"Waldo County, ME",0.074163,0.5,0.5,0.5,0.1,1.4,1.1,96.2
"Randolph County, WV",0.074161,1.5,0.3,0.4,0.0,0.9,0.8,96.2
"Lake County, MN",0.074155,0.4,0.6,0.3,0.0,1.4,1.2,96.2
"Grayson County, KY",0.074155,1.2,0.2,0.3,0.0,1.0,1.2,96.2
"Bradford County, PA",0.07415,0.6,0.3,0.6,0.0,1.0,1.5,96.2
"Morgan County, WV",0.074147,0.8,0.4,0.4,0.0,1.3,1.2,96.2
"Judith Basin County, MT",0.074137,0.0,1.1,0.3,0.0,0.8,1.5,96.2
"Hampshire County, WV",0.074133,1.2,0.2,0.3,0.1,1.1,1.2,96.2
"Appanoose County, IA",0.074125,0.6,0.3,0.3,0.0,1.1,1.6,96.2
"Franklin County, IL",0.07412,0.5,0.3,0.5,0.0,1.1,1.6,96.2
"Blackford County, IN",0.074113,0.6,0.2,0.3,0.0,1.3,1.5,96.2
"Clayton County, IA",0.074071,0.7,0.1,0.3,0.1,0.8,1.9,96.2
"Fleming County, KY",0.074067,1.6,0.2,0.2,0.0,0.9,1.2,96.2
"Mingo County, WV",0.07406,1.9,0.1,0.3,0.0,1.0,0.5,96.2
"Edmunds County, SD",0.074051,0.2,0.6,0.2,0.0,1.0,1.9,96.2
"Kossuth County, IA",0.074022,0.6,0.3,0.5,0.0,0.8,2.0,96.2
"Guthrie County, IA",0.074,0.3,0.3,0.4,0.0,0.9,2.1,96.2
"Mercer County, IL",0.073982,0.4,0.1,0.3,0.0,0.8,2.2,96.2
"Valley County, NE",0.073968,0.3,0.2,0.3,0.1,0.9,2.2,96.2
"Kittson County, MN",0.073928,0.3,0.5,0.4,0.0,0.7,2.3,96.2
"Taylor County, WV",0.072304,1.0,0.3,0.4,0.0,1.1,0.9,96.3
"Macoupin County, IL",0.072285,1.0,0.3,0.4,0.0,1.0,1.1,96.3
"Morgan County, IN",0.072265,0.6,0.3,0.5,0.0,1.0,1.4,96.3
"Clay County, IL",0.072261,0.5,0.2,0.8,0.0,0.9,1.4,96.3
"Florence County, WI",0.072258,0.4,0.8,0.4,0.0,1.4,0.9,96.3
"Coshocton County, OH",0.072249,1.2,0.2,0.3,0.0,1.2,0.9,96.3
"Washington County, IL",0.072226,0.8,0.2,0.4,0.1,0.8,1.6,96.3
"Livingston County, KY",0.07222,0.6,0.5,0.3,0.1,1.2,1.4,96.3
"Ripley County, IN",0.072214,0.4,0.3,0.6,0.0,1.0,1.6,96.3
"Mercer County, OH",0.072207,0.4,0.3,0.5,0.2,0.9,1.7,96.3
"Iowa County, WI",0.072196,0.5,0.2,0.6,0.0,0.9,1.7,96.3
"Oscoda County, MI",0.072185,0.2,0.8,0.1,0.0,1.6,1.1,96.3
"Grant County, MN",0.072121,0.4,0.4,0.3,0.1,1.2,1.8,96.3
"Chickasaw County, IA",0.072058,0.6,0.1,0.4,0.0,0.6,2.2,96.3
"Lyon County, IA",0.071953,0.2,0.2,0.3,0.0,0.6,2.5,96.3
"Greenup County, KY",0.070389,0.9,0.3,0.5,0.0,1.0,1.0,96.4
"Maries County, MO",0.07036,0.4,0.6,0.2,0.0,1.2,1.2,96.4
"Upshur County, WV",0.070358,1.0,0.3,0.4,0.0,1.0,1.1,96.4
"Worth County, MO",0.07034,0.9,0.3,0.3,0.0,1.1,1.2,96.4
"Morrison County, MN",0.070337,0.5,0.3,0.4,0.0,1.1,1.4,96.4
"Cavalier County, ND",0.070329,0.4,1.3,0.3,0.0,0.9,1.0,96.4
"Alcona County, MI",0.070326,0.3,0.8,0.3,0.0,1.0,1.4,96.4
"Montmorency County, MI",0.070326,0.3,0.5,0.2,0.0,1.4,1.2,96.4
"Fulton County, PA",0.07031,1.2,0.2,0.2,0.0,1.1,1.1,96.4
"Morrow County, OH",0.070297,0.5,0.1,0.4,0.0,1.4,1.3,96.4
"Ida County, IA",0.070293,0.4,0.3,0.4,0.0,0.9,1.7,96.4
"Pleasants County, WV",0.07029,1.5,0.2,0.2,0.0,1.0,0.9,96.4
"Scott County, IN",0.070289,0.4,0.3,0.6,0.1,0.8,1.7,96.4
"Daviess County, MO",0.070282,0.6,0.4,0.1,0.0,1.2,1.5,96.4
"Crawford County, IN",0.070281,0.5,0.4,0.2,0.1,1.1,1.6,96.4
"Nicholas County, KY",0.070237,0.7,0.2,0.2,0.0,0.7,1.9,96.4
"Osborne County, KS",0.070233,0.3,0.6,0.4,0.0,1.1,1.7,96.4
"Buffalo County, WI",0.070175,0.4,0.3,0.2,0.0,1.0,2.0,96.4
"Dearborn County, IN",0.068452,0.7,0.2,0.5,0.1,1.0,1.2,96.5
"Overton County, TN",0.068449,0.6,0.4,0.3,0.0,1.1,1.2,96.5
"Gladwin County, MI",0.068445,0.4,0.6,0.3,0.0,1.0,1.3,96.5
"Douglas County, MN",0.06844,0.5,0.4,0.5,0.0,1.0,1.3,96.5
"Stark County, IL",0.06844,0.6,0.3,0.5,0.0,1.2,1.1,96.5
"Darke County, OH",0.06843,0.6,0.2,0.3,0.0,1.0,1.4,96.5
"Rush County, IN",0.06843,1.0,0.2,0.4,0.0,0.9,1.2,96.5
"Jersey County, IL",0.068426,0.6,0.3,0.4,0.0,1.2,1.2,96.5
"Bracken County, KY",0.068352,0.6,0.3,0.1,0.0,1.1,1.6,96.5
"Hooker County, NE",0.06832,0.0,1.8,0.0,0.1,0.7,0.9,96.5
"Greeley County, NE",0.068291,0.7,0.3,0.1,0.0,0.8,1.9,96.5
"Loup County, NE",0.068142,1.0,0.2,0.0,0.0,0.0,2.3,96.5
"Lincoln County, ME",0.066558,0.4,0.3,0.6,0.0,1.2,0.9,96.6
"Grundy County, TN",0.066537,0.5,0.6,0.2,0.0,1.1,1.1,96.6
"Wayne County, IL",0.066529,0.5,0.2,0.6,0.0,0.9,1.3,96.6
"Posey County, IN",0.066524,1.0,0.2,0.4,0.0,1.0,1.0,96.6
"Shelby County, MO",0.066517,0.6,0.2,0.3,0.1,0.9,1.4,96.6
"Owen County, IN",0.066513,0.5,0.4,0.5,0.0,1.1,1.2,96.6
"Campbell County, TN",0.06651,0.5,0.3,0.3,0.1,1.1,1.3,96.6
"Mifflin County, PA",0.066509,0.7,0.1,0.4,0.0,1.0,1.3,96.6
"Foster County, ND",0.066502,0.4,0.9,0.1,0.0,1.0,1.2,96.6
"Auglaize County, OH",0.066494,0.5,0.2,0.5,0.0,1.0,1.4,96.6
"Knox County, MO",0.066493,0.5,0.2,0.3,0.0,1.3,1.2,96.6
"Gasconade County, MO",0.066488,0.3,0.3,0.5,0.0,1.2,1.3,96.6
"Susquehanna County, PA",0.066452,0.5,0.2,0.3,0.1,0.8,1.7,96.6
"Vernon County, WI",0.066452,0.4,0.2,0.4,0.0,1.0,1.6,96.6
"Billings County, ND",0.06643,0.3,0.6,1.4,0.0,0.2,1.3,96.6
"Effingham County, IL",0.066426,0.4,0.2,0.5,0.0,0.7,1.8,96.6
"Frontier County, NE",0.066366,0.3,0.4,0.2,0.0,0.7,2.0,96.6
"Ste. Genevieve County, MO",0.064663,0.7,0.3,0.3,0.0,1.0,0.9,96.7
"Holt County, MO",0.064656,0.2,0.9,0.5,0.0,0.8,0.9,96.7
"Bollinger County, MO",0.064642,0.4,0.7,0.2,0.0,1.0,1.0,96.7
"Clarion County, PA",0.064641,1.0,0.2,0.6,0.0,0.9,0.7,96.7
"Mason County, IL",0.06464,0.5,0.3,0.4,0.0,1.1,1.0,96.7
"Crittenden County, KY",0.064635,0.9,0.3,0.2,0.1,1.0,0.9,96.7
"Clay County, IN",0.06463,0.6,0.2,0.4,0.0,0.9,1.2,96.7
"Piatt County, IL",0.064624,0.5,0.2,0.4,0.0,1.1,1.1,96.7
"Henderson County, IL",0.064611,0.4,0.3,0.3,0.1,1.1,1.2,96.7
"Preston County, WV",0.064606,1.3,0.2,0.2,0.0,0.8,0.8,96.7
"Carroll County, OH",0.064597,0.6,0.3,0.2,0.0,1.2,1.1,96.7
"Houston County, MN",0.064586,0.6,0.2,0.5,0.0,1.4,0.8,96.7
"Madison County, IA",0.064584,0.5,0.3,0.4,0.0,0.9,1.4,96.7
"Monroe County, WV",0.064574,0.8,0.3,0.2,0.0,1.4,0.8,96.7
"Buchanan County, IA",0.06457,0.4,0.2,0.5,0.0,1.0,1.4,96.7
"Wayne County, IA",0.064561,0.6,0.3,0.4,0.0,0.8,1.5,96.7
"Republic County, KS",0.064557,0.6,0.2,0.5,0.0,0.8,1.5,96.7
"Dickinson County, IA",0.064553,0.3,0.2,0.5,0.0,0.8,1.6,96.7
"Monroe County, IL",0.064553,0.3,0.2,0.5,0.0,0.8,1.6,96.7
"Hamilton County, IL",0.064549,0.6,0.4,0.2,0.0,0.9,1.5,96.7
"Taylor County, WI",0.064516,0.4,0.3,0.4,0.1,0.8,1.7,96.7
"Harlan County, NE",0.064471,0.1,0.5,0.2,0.0,0.7,1.9,96.7
"Preble County, OH",0.06273,0.6,0.2,0.6,0.0,1.1,0.7,96.8
"Marshall County, WV",0.062707,0.7,0.2,0.4,0.0,1.0,1.0,96.8
"Brown County, OH",0.062697,0.9,0.2,0.3,0.0,1.1,0.8,96.8
"Iron County, WI",0.062691,0.2,0.8,0.3,0.0,1.2,0.8,96.8
"Carter County, KY",0.062689,0.7,0.3,0.2,0.0,0.9,1.2,96.8
"Van Buren County, TN",0.062683,0.6,0.3,0.2,0.0,1.0,1.2,96.8
"Powell County, KY",0.062677,0.8,0.1,0.1,0.0,0.8,1.3,96.8
"Atchison County, MO",0.062675,0.6,0.4,0.2,0.1,1.0,1.2,96.8
"Adams County, OH",0.062672,0.5,0.5,0.2,0.0,1.3,0.9,96.8
"Boone County, NE",0.062653,0.4,0.3,0.3,0.0,0.8,1.5,96.8
"Harrison County, IA",0.062643,0.3,0.3,0.3,0.0,0.9,1.5,96.8
"Grant County, WV",0.062637,0.9,0.2,0.2,0.0,0.9,1.3,96.8
"Howard County, IA",0.062631,0.5,0.2,0.3,0.1,0.9,1.5,96.8
"Keokuk County, IA",0.062612,0.6,0.2,0.2,0.0,0.8,1.6,96.8
"Union County, TN",0.062611,0.2,0.4,0.2,0.1,1.2,1.4,96.8
